Date,Value,Day,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipitation,day_of_week,Day
10-01-2017,8.897,10,77,69.8,63,64,61.1,56,87,74.3,58,15,10.4,7,30,30,29.9,0,6,224
11-01-2017,8.86,11,79,71.8,66,66,63.4,60,93,75.9,54,18,12.6,7,30,29.9,29.9,0,2,225
12-01-2017,9.055,12,81,71.5,68,68,64.7,59,96,80.7,47,18,11.1,6,30.1,30,29.9,0,4,226
13-01-2017,14.313,13,79,70.4,67,68,66.2,63,97,87.2,60,17,11.2,3,30.2,30.2,30.1,0.11,4,227
14-01-2017,18.906,14,76,67.7,60,67,64.3,59,97,89.6,62,13,8.6,3,30.3,30.2,30.1,0.07,5,228
15-01-2017,13.785,15,75,67.8,63,67,63.8,62,100,87.3,66,25,13.5,5,30.1,30,29.8,0,6,229
16-01-2017,11.505,16,79,71.7,68,69,65.2,62,93,81.1,56,20,11.3,5,29.9,29.9,29.8,0.16,0,230
17-01-2017,9.518,17,72,62.9,59,69,60.9,57,96,93.3,90,16,9,0,30,29.9,29.9,0.17,1,231
18-01-2017,9.318,18,74,63.5,57,69,61.3,55,100,92.8,84,12,6.1,0,29.9,29.9,29.8,1.81,2,232
19-01-2017,9.176,19,64,59.4,55,60,56.9,53,97,91.4,80,10,4.6,0,29.8,29.7,29.6,0.79,3,233
20-01-2017,9.208,20,77,65.1,58,66,61.2,57,100,88,58,14,6.5,0,29.7,29.6,29.5,0.42,4,234
21-01-2017,10.378,21,78,66.5,62,66,61,51,100,84.2,45,17,5.6,0,29.5,29.5,29.3,0.95,5,235
22-01-2017,9.667,22,68,61.8,57,56,42.9,34,93,51.4,36,28,14.9,5,29.8,29.5,29.4,0.05,6,236
23-01-2017,9.514,23,72,58.8,48,42,37.3,31,68,47.6,25,12,7,0,29.9,29.8,29.8,0,0,237
24-01-2017,8.512,24,80,67.3,51,64,57.6,43,92,72.2,48,17,11.1,3,29.7,29.7,29.6,0,1,238
25-01-2017,10.004,25,75,67.3,55,67,49,32,93,58.1,21,20,10.7,0,30,29.7,29.6,0,2,239
26-01-2017,9.024,26,59,50,43,35,30,26,74,47.8,28,17,8.4,0,30.2,30.1,30,0,3,240
27-01-2017,10.821,27,56,48.1,39,31,25.8,18,67,44.4,23,12,6,0,30.3,30.2,30.1,0,4,241
28-01-2017,12.155,28,60,52,46,33,27.6,24,54,40.1,26,16,9.1,5,30.3,30.2,30.1,0,5,242
29-01-2017,11.348,29,68,53.6,41,37,31,28,70,45.4,24,17,8.2,0,30.2,30.1,30.1,0,6,243
30-01-2017,10.38,30,77,60.3,42,46,34.3,28,82,43.6,17,12,6.1,0,30.1,30.1,30,0,0,244
31-01-2017,8.46,31,75,63.4,50,55,48.5,41,93,62.5,34,10,6.2,0,30,30,29.9,0,1,245
01-02-2017,8.684,1,81,68.8,56,64,60.2,55,97,76.1,45,14,7.9,3,29.9,29.9,29.8,0,0,246
02-02-2017,9.728,2,71,66.3,54,66,56.9,45,97,73.2,50,15,8.1,0,30.1,30,29.9,0,3,247
03-02-2017,8.719,3,63,54.4,50,48,43.2,38,83,67,48,18,12.2,8,30.3,30.2,30.1,0,3,248
04-02-2017,9.816,4,62,54.4,48,60,43.8,33,93,68.1,54,15,9.9,6,30.2,30.1,30,0,6,249
05-02-2017,13.482,5,77,70.3,64,67,64.9,61,97,83.8,62,15,9.8,7,30,30,29.9,0.03,1,250
06-02-2017,10.082,6,81,72.5,68,67,65.5,65,93,79,58,18,10.8,5,29.9,29.9,29.8,0.02,4,251
07-02-2017,11.572,7,85,75.2,67,66,61.4,52,87,65.2,32,14,8.2,0,29.8,29.7,29.6,0,6,252
08-02-2017,15.685,8,87,74.2,62,66,58.6,39,93,62.6,24,16,10.7,6,30,29.7,29.6,0,2,253
09-02-2017,9.125,9,71,58.9,50,43,37.5,36,64,46.7,28,14,8.6,6,30.2,30.1,30,0,5,254
10-02-2017,9.185,10,76,64.3,47,67,57,40,89,77.5,65,18,9.7,3,30.2,30.1,29.9,0,0,255
11-02-2017,14.057,11,85,74.9,71,68,67,64,90,77.4,53,16,9.9,5,30,29.9,29.9,0,3,256
12-02-2017,21.634,12,85,75,69,67,65.4,60,90,73.6,43,10,5.9,0,30.1,30,29.9,0,5,257
13-02-2017,14.427,13,76,69,65,67,62.4,56,96,80.7,57,18,10.2,0,30.1,30,29.8,0,0,258
14-02-2017,9.776,14,69,61.4,52,65,56.2,41,93,83.5,66,28,14.1,7,29.9,29.7,29.6,0,1,259
15-02-2017,8.585,15,63,53.6,48,40,37.2,33,71,55.4,34,18,11.6,3,30,30,29.9,0.78,2,260
16-02-2017,10.749,16,67,54.7,42,43,36,29,89,54.4,24,8,2.7,0,30.1,30,29.9,0,3,261
17-02-2017,10.86,17,66,58.3,48,60,54.4,42,93,87.2,70,21,8.7,0,29.9,29.8,29.7,0,4,262
18-02-2017,15.083,18,83,68.4,54,66,61.6,54,100,81.5,41,13,7,0,29.8,29.7,29.6,0.19,5,263
19-02-2017,17.052,19,79,71.6,69,69,67.6,66,96,87.4,66,21,14,7,29.9,29.8,29.7,0,6,264
20-02-2017,14.156,20,71,63,58,68,61,57,97,92.8,86,24,8.3,0,29.9,29.9,29.8,0,0,265
21-02-2017,10.461,21,75,62.4,55,58,54.2,47,100,77.8,37,16,5.9,0,29.9,29.8,29.8,1.39,1,266
22-02-2017,8.723,22,83,66.8,51,52,49,44,89,56,25,7,4.4,0,29.8,29.7,29.7,0,2,267
23-02-2017,9.547,23,82,67.2,52,62,56,49,97,71,41,18,9,0,29.7,29.6,29.5,0,3,268
24-02-2017,11.426,24,84,69.5,58,64,55.4,30,93,67,15,17,9.6,0,29.9,29.6,29.5,0,4,269
25-02-2017,9.965,25,69,56.8,47,38,33.4,29,61,43.8,22,18,8.6,3,30.1,30,29.9,0,5,270
26-02-2017,11.033,26,73,62.6,45,65,53.4,34,90,72.7,56,21,12.2,3,29.9,29.9,29.8,0,6,271
27-02-2017,9.301,27,83,73.2,68,70,67.3,65,93,82.3,56,18,8.6,0,29.9,29.9,29.8,0.01,0,272
28-02-2017,14.887,28,82,76.5,73,70,68,65,90,75.7,56,18,12.1,8,29.9,29.8,29.8,0,1,273
01-03-2017,15.812,1,83,73.6,58,69,54.4,27,85,55.5,27,17,11.2,3,30.1,29.9,29.8,0,1,274
02-03-2017,8.705,2,68,57.6,49,33,26.2,22,50,31.5,17,22,9.8,0,30.3,30.2,30.1,0,4,275
03-03-2017,9.764,3,70,58.4,45,46,33.1,25,72,42,19,21,9.5,3,30.4,30.4,30.3,0,4,276
04-03-2017,10.638,4,64,58.7,54,56,50.7,46,90,75.1,58,21,9,0,30.3,30.3,30.1,0,0,277
05-03-2017,10.275,5,69,64.6,58,66,62.2,56,97,91.7,84,23,12.5,6,30.1,30,29.9,0.09,2,278
06-03-2017,10.852,6,77,72.8,69,69,67.5,66,93,83.6,74,21,13.6,9,29.9,29.9,29.8,0.95,5,279
07-03-2017,10.888,7,80,71.6,61,70,63.3,48,91,75.7,60,17,9,3,30.2,30,29.9,0.24,0,280
08-03-2017,8.433,8,72,65.2,60,63,52.5,40,96,65.9,40,14,9.4,5,30.2,30.1,30.1,0.02,3,281
09-03-2017,11.354,9,78,72,65,68,66.3,64,97,82.8,66,16,9.3,3,30.1,30,29.9,0,6,282
10-03-2017,14.912,10,77,71.8,67,68,66.5,64,97,83.9,69,12,5.7,0,30.1,30,29.9,0,1,283
11-03-2017,11.628,11,71,67.5,63,67,65,61,94,91.7,87,13,7.7,0,30,30,29.9,0,4,284
12-03-2017,8.4964,12,64,55.8,48,62,49.5,44,93,80,62,23,12.6,0,30.1,30,30,1.37,6,285
13-03-2017,8.897,13,68,57.3,51,51,48.8,47,92,74.3,49,17,7.1,0,30.1,30,29.9,0,0,286
14-03-2017,9.158,14,69,55.3,43,47,38.4,34,86,55.8,30,9,5.4,0,30.2,30.1,30.1,0,1,287
15-03-2017,8.439,15,67,56.3,47,50,48,45,93,74.9,54,17,8.2,0,30.3,30.2,30.1,0,2,288
16-03-2017,8.367,16,73,65,53,63,58.3,49,93,79.1,66,17,11.7,6,30.2,30.1,30.1,0,3,289
17-03-2017,8.744,17,79,71.3,64,63,61.5,60,90,72.3,54,18,11.8,3,30.1,30.1,30,0,4,290
18-03-2017,18.514,18,83,69.9,60,67,63,58,97,80.8,49,16,4.5,0,30.2,30.1,30.1,0,5,291
19-03-2017,14.914,19,82,72.8,62,66,63.8,58,96,75.3,44,14,6.3,0,30.2,30.1,30.1,0,6,292
20-03-2017,21.3,20,85,73.5,67,66,61.8,53,93,70.6,34,12,7.3,3,30.1,30,30,0,0,293
21-03-2017,12.741,21,86,73.7,61,64,58.8,50,93,64.1,31,14,7.1,0,30,30,29.9,0,1,294
22-03-2017,16.846,22,85,71.7,59,67,61.6,55,100,74.5,37,15,5.9,0,30.1,30,29.9,0,2,295
23-03-2017,14.541,23,85,72.2,62,67,60,49,97,70.4,29,22,11.1,3,30.1,30,29.9,0,3,296
24-03-2017,12.472,24,79,72.6,65,69,64,59,91,74.8,54,33,15.7,5,29.9,29.9,29.8,0,4,297
25-03-2017,13.44,25,80,71.4,61,68,57.7,50,87,64.6,37,14,6.2,0,29.9,29.9,29.8,1.28,5,298
26-03-2017,16.682,26,84,72.2,60,68,64.1,54,97,77.3,46,22,9.3,0,29.8,29.8,29.7,0,6,299
27-03-2017,19.489,27,86,75.7,70,69,67.2,65,91,76.3,49,14,8.1,0,29.8,29.8,29.7,0,0,300
28-03-2017,20.646,28,83,74.2,68,71,68,67,97,82,60,26,12.2,0,29.8,29.7,29.6,0,1,301
29-03-2017,20.027,29,79,72.3,66,70,67.6,65,97,85.3,73,21,8,0,29.8,29.7,29.6,0,2,302
30-03-2017,13.423,30,76,66.5,60,64,52.9,46,97,65.1,35,17,6.2,0,29.8,29.7,29.7,1.68,3,303
31-03-2017,12.37,31,86,70.2,54,62,54,45,93,61,26,16,8.8,0,29.8,29.7,29.7,0,4,304
01-04-2017,11.38,1,78,70.6,61,66,62.7,59,93,77,60,22,12.9,0,29.8,29.8,29.7,0,2,305
02-04-2017,18.51,2,83,74.3,68,73,68.2,61,93,81.5,62,25,12.9,0,29.8,29.6,29.5,0.07,5,306
03-04-2017,17.506,3,86,71.9,58,62,52.9,46,81,55.1,26,13,7.3,0,29.7,29.6,29.6,0.02,5,307
04-04-2017,18.603,4,87,74.6,60,70,60.2,48,96,65.8,26,20,9.1,0,29.6,29.6,29.5,0,1,308
05-04-2017,12.53,5,75,68,55,70,49.5,38,90,54.6,30,23,12.7,0,30,29.8,29.6,0,3,309
06-04-2017,7.956,6,78,64.6,51,46,40.5,33,74,46.2,21,7,3.1,0,30.2,30.1,30,0,6,310
07-04-2017,10.487,7,80,67.4,52,52,47.5,43,86,52.9,27,15,4.5,0,30.1,30.1,30,0,1,311
08-04-2017,10.773,8,81,69.4,54,57,53.6,51,93,60.1,36,22,9.3,0,30,29.9,29.9,0,4,312
09-04-2017,19.294,9,83,73.1,65,64,60.3,57,79,65.1,44,22,12.8,5,29.9,29.9,29.8,0,0,313
10-04-2017,16.727,10,79,74.3,72,71,67.3,64,87,78.8,72,21,12.1,5,30,29.9,29.8,0,2,314
11-04-2017,11.871,11,76,68.1,62,68,64.1,60,93,87.2,76,20,9.6,0,30.1,30,29.9,0.14,5,315
12-04-2017,9.717,12,79,68.5,60,69,64,59,97,86,69,13,6.3,0,30.1,30,30,0.73,0,316
13-04-2017,19.142,13,81,71.6,65,68,63.2,57,100,77.7,44,17,7.7,0,30.1,30,30,0.19,3,317
14-04-2017,14.469,14,81,71,62,65,62.4,60,97,76.3,49,16,8.4,0,30,30,29.9,0,4,318
15-04-2017,16.183,15,82,71.5,63,68,64.1,60,97,79.8,51,15,5.9,0,30,29.9,29.9,0,5,319
16-04-2017,23.713,16,85,75.7,66,70,66.9,64,96,75.5,53,18,8.6,0,30,29.9,29.9,0,6,320
17-04-2017,14.396,17,82,72.6,67,70,66.2,62,97,81.3,58,15,7,0,29.9,29.9,29.8,0,0,321
18-04-2017,14.931,18,77,70.5,67,67,65.8,65,93,85.7,66,16,8.3,0,29.9,29.9,29.9,0.23,1,322
19-04-2017,17.522,19,82,73.6,67,71,67.4,65,97,82,64,20,9,0,30,29.9,29.9,0.28,2,323
20-04-2017,22.567,20,84,76.2,68,70,67.5,65,96,75.9,53,16,8.1,0,29.9,29.9,29.8,0.01,3,324
21-04-2017,20.833,21,87,75.5,67,71,67.5,66,97,78.3,51,15,7.3,0,29.9,29.8,29.7,0,4,325
22-04-2017,23.753,22,80,71.1,61,70,62.3,48,96,74.5,60,22,10.8,0,30,29.8,29.7,0,5,326
23-04-2017,8.829,23,72,63,53,50,45.8,42,75,54.5,41,21,11.8,0,30,29.9,29.9,0,6,327
24-04-2017,9.422,24,81,67.3,52,56,50,46,93,58,31,14,4.1,0,29.9,29.8,29.6,0,0,328
25-04-2017,16.305,25,84,74.9,65,69,64.2,55,78,69.3,58,22,12.5,5,29.6,29.5,29.4,0,1,329
26-04-2017,23.155,26,90,79.5,66,72,66.3,52,82,65.2,40,21,12.8,5,29.7,29.4,29.4,0,2,330
27-04-2017,15.352,27,80,68,54,66,52.7,47,83,60.7,36,16,9.4,3,29.7,29.6,29.6,0,3,331
28-04-2017,27.573,28,90,81.4,74,75,71.6,67,85,72.8,57,24,15.8,8,29.6,29.5,29.5,0,4,332
29-04-2017,43.181,29,84,81,78,75,73.8,73,90,78.7,72,26,18.6,8,29.6,29.5,29.5,0,5,333
30-04-2017,12.64,30,75,65.8,58,68,48,39,84,55.4,27,22,10.2,0,29.9,29.8,29.7,0.01,6,334
01-05-2017,16.642,1,87,70.7,51,53,49,45,86,50.6,27,15,7.1,0,29.9,29.9,29.8,0,3,335
02-05-2017,41.02,2,86,74.1,59,66,59.1,54,93,62.6,35,18,10.4,0,29.9,29.8,29.8,0,6,336
03-05-2017,40.298,3,85,77.4,65,74,69.7,52,94,77.6,63,26,12.5,6,29.8,29.7,29.6,0,6,337
04-05-2017,9.709,4,76,66.5,58,51,44.4,36,70,47.9,24,25,15.5,0,29.9,29.9,29.8,0.2,2,338
05-05-2017,21.608,5,81,68.6,57,49,44.4,40,72,45.3,25,17,8.2,0,29.9,29.9,29.8,0,4,339
06-05-2017,23.462,6,85,70.8,53,56,49,45,83,50.7,25,14,3.9,0,29.9,29.9,29.8,0,0,340
07-05-2017,18.389,7,83,71.9,59,61,56.6,53,93,61.7,36,16,7.3,0,29.9,29.9,29.8,0,2,341
08-05-2017,18.188,8,83,72.6,61,63,60.3,58,90,67,47,23,10.1,0,29.9,29.9,29.9,0,5,342
09-05-2017,15.209,9,83,74.1,65,70,66.1,61,90,76.5,58,17,9.7,0,29.9,29.9,29.8,0,1,343
10-05-2017,18.148,10,83,75.8,70,68,67,66,87,74.7,60,21,11,3,29.9,29.9,29.8,0.02,3,344
11-05-2017,19.041,11,84,77.8,73,73,69.8,65,90,77.2,53,20,10,0,29.9,29.8,29.7,0,6,345
12-05-2017,21.893,12,84,76.4,72,72,64.2,55,96,69,38,17,8.9,0,29.8,29.7,29.7,0.33,1,346
13-05-2017,32.658,13,87,74.7,65,62,59.9,57,78,61.6,41,13,8.3,5,29.8,29.8,29.7,0,5,347
14-05-2017,25.182,14,86,75.1,64,66,63,61,93,67.8,44,13,5.4,0,29.9,29.8,29.8,0,6,348
15-05-2017,21.347,15,86,75.1,62,66,63.8,60,96,70.1,47,20,8.5,0,29.9,29.8,29.8,0,0,349
16-05-2017,23.285,16,86,77.8,69,67,64.8,60,90,65.8,44,26,14.8,5,29.8,29.8,29.7,0,1,350
17-05-2017,20.39,17,86,80,76,73,68.7,67,82,69,53,22,14,6,29.7,29.7,29.6,0,2,351
18-05-2017,26.111,18,90,81.9,78,74,71.1,66,84,70.8,51,24,15.5,8,29.7,29.7,29.7,0,3,352
19-05-2017,28.193,19,89,81.9,78,74,72.4,71,84,73.5,55,23,16,9,29.7,29.7,29.7,0,4,353
20-05-2017,44.704,20,90,82.3,76,74,72.8,71,91,73.9,55,17,8.3,0,29.8,29.8,29.7,0.01,5,354
21-05-2017,26.627,21,89,76.8,73,74,71.2,68,96,83.3,59,18,8.1,0,29.9,29.9,29.8,0,6,355
22-05-2017,15.242,22,77,71.7,68,73,68.2,63,94,88.3,79,16,9.8,6,29.9,29.8,29.7,0.04,0,356
23-05-2017,14.513,23,87,72.3,65,65,62.7,60,90,73.5,44,23,8.8,0,29.8,29.7,29.6,0.19,1,357
24-05-2017,12.427,24,83,70.8,59,59,51.2,45,87,55,26,18,9.1,0,29.8,29.7,29.6,0.02,2,358
25-05-2017,18.384,25,90,77.3,62,66,58.9,52,90,55.5,32,16,10.5,0,29.7,29.7,29.6,0,3,359
26-05-2017,22.209,26,90,80.8,74,74,71.5,67,85,74,55,16,11,6,29.8,29.8,29.7,0,4,360
27-05-2017,30,27,93,84.8,80,75,73.8,71,85,70.4,50,18,11.1,6,29.8,29.8,29.7,0,5,361
28-05-2017,26.194,28,91,82.2,71,75,73.3,66,90,74.8,57,23,11.7,5,29.9,29.8,29.7,0,6,362
29-05-2017,17.7,29,82,74,69,70,68.5,67,96,83.4,62,22,7.1,0,29.9,29.9,29.8,1.47,0,363
30-05-2017,20.505,30,88,78.3,71,71,69.5,68,93,75.7,53,15,7.9,3,29.9,29.9,29.8,0,1,364
31-05-2017,24.073,31,88,77.4,72,73,70.2,68,93,79.5,53,12,6.6,0,29.9,29.9,29.8,0,2,365
01-06-2017,21.759,1,83,77,72,72,70.7,68,93,81.3,67,17,9.3,0,29.9,29.9,29.8,0.18,4,366
02-06-2017,21.904,2,86,78.5,73,75,72.8,70,96,82.9,67,15,7.1,0,29.8,29.8,29.7,0.07,0,367
03-06-2017,28.902,3,91,79.7,73,77,73.5,71,97,82.4,53,16,6.2,0,29.8,29.8,29.7,0.03,0,368
04-06-2017,23.822,4,86,75.1,70,74,70.7,66,97,86.9,55,18,6.5,0,29.8,29.7,29.6,0.28,3,369
05-06-2017,17.891,5,82,74.8,71,73,70.8,68,97,87.6,71,21,5.1,0,29.7,29.6,29.5,0.92,5,370
06-06-2017,25.927,6,88,78.5,72,73,70.7,69,97,78.3,53,31,8.4,0,29.7,29.6,29.6,1.67,1,371
07-06-2017,29.238,7,92,82.1,73,72,67.5,62,90,64,37,15,7.7,3,29.8,29.8,29.7,0.15,3,372
08-06-2017,26.397,8,87,78.3,68,65,61.6,57,84,58.5,40,13,6.1,0,29.9,29.8,29.7,0,6,373
09-06-2017,23.069,9,85,77.1,68,67,64.6,62,87,66.3,53,13,4.8,0,29.8,29.8,29.7,0,2,374
10-06-2017,20.146,10,86,78.3,69,70,67.9,65,90,71.5,55,17,8.4,0,29.8,29.8,29.8,0,4,375
11-06-2017,30.985,11,91,81.2,70,75,71.4,68,93,73.4,53,16,8.8,3,29.9,29.8,29.8,0,0,376
12-06-2017,27.446,12,90,83.1,76,76,74.1,72,94,75.2,57,21,10.8,3,29.8,29.8,29.8,0.02,2,377
13-06-2017,26.265,13,89,82.8,78,78,75,73,90,77.6,59,31,13.5,3,29.9,29.8,29.8,0.02,1,378
14-06-2017,29.41,14,92,85,77,76,73.6,71,90,70.1,52,18,10.1,5,29.9,29.8,29.8,0.07,2,379
15-06-2017,38.956,15,94,85.1,78,76,73.2,70,90,69,47,12,7.2,3,29.9,29.8,29.8,0,3,380
16-06-2017,26.43,16,94,85.3,77,74,72.2,69,88,66.7,44,15,8.3,5,29.8,29.8,29.7,0,4,381
17-06-2017,26.021,17,92,84.6,79,75,73.2,71,85,69.4,50,14,9.1,3,29.7,29.7,29.6,0,5,382
18-06-2017,31.108,18,95,85.9,79,75,73.4,72,84,67.5,47,16,9.4,0,29.7,29.7,29.6,0,6,383
19-06-2017,31.634,19,95,85.7,76,76,73,68,94,68.3,43,10,4.2,0,29.9,29.8,29.7,0,0,384
20-06-2017,30.729,20,93,84.9,77,76,72.4,70,88,67.6,47,18,9.5,3,29.8,29.8,29.7,0,1,385
21-06-2017,23.263,21,89,80.1,76,73,71.1,69,91,74.9,52,25,15.7,7,29.7,29.6,29.5,0,2,386
22-06-2017,21.247,22,88,79.9,76,78,74.1,72,94,83,63,15,9.8,0,29.6,29.5,29.4,0.22,3,387
23-06-2017,30.763,23,96,85.6,80,77,75.1,71,90,72,47,18,9.3,6,29.8,29.7,29.6,0.07,4,388
24-06-2017,17.706,24,86,78.5,75,78,74.3,72,94,87.2,67,13,6.5,0,30,29.9,29.8,0.38,5,389
25-06-2017,22.042,25,87,78,71,75,72.8,67,94,84.6,67,18,8.2,0,30.1,30,29.9,2.34,6,390
26-06-2017,21.789,26,90,79.2,73,74,71.1,64,91,77.1,54,20,8.3,5,30,29.9,29.9,0.21,0,391
27-06-2017,18.463,27,85,78.5,74,74,72.6,71,94,82.7,65,14,7.8,0,29.9,29.9,29.8,0,1,392
28-06-2017,26.172,28,89,80,74,74,72.4,71,94,78.6,57,17,10.3,3,29.8,29.8,29.7,0.48,2,393
29-06-2017,14.585,29,90,81.1,74,77,74.7,72,97,81.3,59,14,8.1,0,29.8,29.8,29.7,0,3,394
30-06-2017,15.902,30,92,85.1,81,77,76.1,74,88,75.3,55,17,10.8,6,29.9,29.8,29.8,0.17,4,395
01-07-2017,16.76,1,93,84.9,78,77,74,69,94,71.7,45,14,7.4,0,30,29.9,29.9,0,5,396
02-07-2017,17.037,2,93,84.9,77,77,74.6,73,90,72.2,52,16,8.4,0,30,30,29.9,0,1,397
03-07-2017,19.432,3,95,85.7,79,76,74.3,71,88,70.1,47,17,8.1,0,30,29.9,29.8,0,1,398
04-07-2017,27.184,4,95,86.3,79,76,74.3,69,88,69,43,15,6.3,0,29.9,29.9,29.8,0,4,399
05-07-2017,38.479,5,93,85.8,77,75,74.3,72,90,69.2,54,20,7.7,0,30,29.9,29.9,0,6,400
06-07-2017,37.504,6,93,85.5,76,76,73.6,70,94,69.4,49,15,6.3,0,30,30,29.9,0,2,401
07-07-2017,31.879,7,95,85,76,76,73,70,94,68.7,46,13,4.7,0,30,29.9,29.9,0,4,402
08-07-2017,40.564,8,96,84.8,77,75,72,68,94,67.5,43,12,4.5,0,30,29.9,29.9,0,0,403
09-07-2017,48.721,9,95,81.3,73,75,72.1,69,97,75.7,46,20,7.7,0,30,29.9,29.8,0,3,404
10-07-2017,25.739,10,83,77.2,73,74,72.5,71,96,85.9,72,14,7.4,0,30,29.9,29.9,2.31,5,405
11-07-2017,25.91,11,91,82.3,75,76,73.9,72,96,76.3,53,20,4.6,0,29.9,29.9,29.8,0.5,1,406
12-07-2017,25.445,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0,3,407
13-07-2017,33.696,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5,0,30,30,29.9,0.02,3,408
14-07-2017,32.13,14,95,85.1,76,76,73.8,69,94,71,43,17,4.4,0,30,30,29.9,0.01,4,409
15-07-2017,24.697,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30,29.9,29.8,0,5,410
16-07-2017,32.693,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,411
17-07-2017,26.897,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0,0,412
18-07-2017,30.087,18,91,83.8,77,77,75,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0,1,413
19-07-2017,35.26,19,92,83.8,75,76,74.3,72,94,74.2,53,14,3.8,0,30,30,29.9,0.68,2,414
20-07-2017,36.923,20,95,86.7,77,77,74.2,71,96,68,47,13,4.8,0,30,29.9,29.9,0,3,415
21-07-2017,23.649,21,95,85.3,77,77,74.5,72,90,71.1,47,18,5.6,0,29.9,29.9,29.8,0,4,416
22-07-2017,15.838,22,94,81.7,74,78,74.1,69,97,79.2,53,23,6.6,0,29.9,29.8,29.8,0.5,5,417
23-07-2017,16.967,23,92,85,79,77,74.5,72,90,71.5,54,16,6.8,0,29.9,29.8,29.7,0.9,6,418
24-07-2017,16.727,24,95,86.7,80,76,72.9,68,85,65.4,41,13,7.2,5,29.9,29.9,29.8,0.17,0,419
25-07-2017,15.949,25,94,86,78,76,74.3,72,88,69,50,14,7.9,3,30,29.9,29.9,0,1,420
26-07-2017,17.133,26,95,86.1,78,75,73.2,70,87,66.6,44,18,7.2,0,30,29.9,29.9,0,2,421
27-07-2017,19.411,27,97,86.3,77,77,73.3,70,90,66.8,41,20,5.5,0,30,29.9,29.8,0,3,422
28-07-2017,22.399,28,98,87.8,79,77,74.5,69,90,66.9,39,17,6,0,29.9,29.8,29.7,0,4,423
29-07-2017,22.195,29,99,88.3,80,77,74.5,70,85,65.4,40,15,7.3,0,29.8,29.8,29.7,0,5,424
30-07-2017,19.675,30,95,86.4,80,78,73.5,64,90,66.6,47,15,6.8,0,29.9,29.8,29.8,0,6,425
31-07-2017,16.53,31,92,81.9,72,67,65.5,63,81,59,39,12,6.7,0,29.9,29.9,29.8,0,0,426
01-08-2017,15.512,1,93,83.2,74,73,70.7,67,84,67.1,48,16,7.3,0,29.9,29.9,29.8,0,6,427
02-08-2017,9.229,2,89,79.8,76,77,73.9,72,94,82.8,59,18,8.4,0,29.9,29.9,29.9,0,2,428
03-08-2017,11.537,3,89,79.6,75,75,73.1,72,94,81.2,57,13,5.8,3,29.9,29.9,29.8,0.09,2,429
04-08-2017,16.123,4,92,81,75,76,74.4,72,94,81.3,52,20,6,0,29.9,29.9,29.8,0.03,5,430
05-08-2017,12.012,5,90,81.8,75,78,74.8,73,96,80.3,61,24,6.1,0,29.9,29.9,29.8,1.23,0,431
06-08-2017,12.585,6,94,84.1,78,78,76.4,73,90,78.1,54,12,6.3,0,29.8,29.8,29.7,0.39,3,432
07-08-2017,9.076,7,84,79.5,76,79,75.9,74,96,88.8,79,13,6,0,29.9,29.8,29.8,0.1,5,433
08-08-2017,9.229,8,86,77.4,73,76,73.5,71,97,88,67,14,5,0,29.9,29.8,29.8,5.71,1,434
09-08-2017,14.36,9,92,81.9,76,78,74.6,72,94,79.8,53,12,5,0,29.9,29.9,29.8,0.03,4,435
10-08-2017,20.816,10,97,83.6,77,79,76,72,96,79.8,44,20,5.8,0,30,29.9,29.9,0,6,436
11-08-2017,19.878,11,94,86.4,77,79,75.8,72,96,72.1,52,9,4.8,0,30,29.9,29.8,0.12,2,437
12-08-2017,33.197,12,96,87.2,80,78,75.5,72,90,69.8,46,15,5.7,0,29.9,29.8,29.8,0,4,438
13-08-2017,31.378,13,96,87,78,77,75,72,93,69,47,10,7,0,29.8,29.8,29.7,0,6,439
14-08-2017,34.663,14,96,87.4,81,76,74.1,72,85,66.1,46,14,8.3,5,29.8,29.8,29.7,0,0,440
15-08-2017,32.002,15,96,87.4,81,77,74.1,69,85,66.1,41,15,7.8,3,29.8,29.8,29.7,0,1,441
16-08-2017,34.792,16,95,87.6,82,78,76,74,85,69.2,52,16,9,3,29.9,29.8,29.8,0,2,442
17-08-2017,35.281,17,97,88.4,83,78,73.8,68,85,64,41,10,7.3,3,29.9,29.9,29.8,0,3,443
18-08-2017,37.583,18,98,87.5,79,78,75.2,71,90,68.5,42,14,5.8,0,29.9,29.9,29.8,0,4,444
19-08-2017,47.013,19,98,87.6,78,78,74.7,71,93,67.4,42,14,4.8,0,29.9,29.9,29.8,0,5,445
20-08-2017,46.196,20,95,86.4,77,77,73.9,70,94,68.4,44,15,5.3,0,29.9,29.9,29.8,0,6,446
21-08-2017,36.616,21,94,84.2,78,78,74.8,72,93,74.9,50,13,6,0,30,29.9,29.9,0,0,447
